# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1638605	1639804	+	WP_066324236.1	WP_066324236.1		MFS transporter			GFC30_RS08370	1200	399	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1639992	1641068	+					pyk		GFC30_RS08375	1077		old_locus_tag=GFC30_1702
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1639992	1641068	+	WP_066324239.1	WP_066324239.1		pyruvate kinase	pyk		GFC30_RS08375	1077	358	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1641474	1642721	+							GFC30_RS08380	1248		old_locus_tag=GFC30_1703
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1641474	1642721	+	WP_066324242.1	WP_066324242.1		2-oxo acid dehydrogenase subunit E2			GFC30_RS08380	1248	415	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1642743	1643825	+					pdhA		GFC30_RS08385	1083		old_locus_tag=GFC30_1704
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1642743	1643825	+	WP_066324244.1	WP_066324244.1		pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	pdhA		GFC30_RS08385	1083	360	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1643827	1644801	+							GFC30_RS08390	975		old_locus_tag=GFC30_1705
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1643827	1644801	+	WP_066324246.1	WP_066324246.1		alpha-ketoacid dehydrogenase subunit beta			GFC30_RS08390	975	324	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1644814	1646178	+							GFC30_RS08395	1365		old_locus_tag=GFC30_1706
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1644814	1646178	+	WP_066324248.1	WP_066324248.1		FAD-binding protein			GFC30_RS08395	1365	454	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1646351	1647760	+							GFC30_RS08400	1410		old_locus_tag=GFC30_1707
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1646351	1647760	+	WP_066324251.1	WP_066324251.1		PTS mannitol transporter subunit IICB			GFC30_RS08400	1410	469	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1647945	1650020	+							GFC30_RS08405	2076		old_locus_tag=GFC30_1708
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1647945	1650020	+	WP_066324254.1	WP_066324254.1		BglG family transcription antiterminator			GFC30_RS08405	2076	691	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1650017	1650454	+							GFC30_RS08410	438		old_locus_tag=GFC30_1709
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1650017	1650454	+	WP_066324257.1	WP_066324257.1		PTS sugar transporter subunit IIA			GFC30_RS08410	438	145	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1650456	1651604	+							GFC30_RS08415	1149		old_locus_tag=GFC30_1710
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1650456	1651604	+	WP_066324259.1	WP_066324259.1		mannitol-1-phosphate 5-dehydrogenase			GFC30_RS08415	1149	382	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1651712	1652131	-							GFC30_RS08420	420		old_locus_tag=GFC30_1711
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1651712	1652131	-	WP_066324261.1	WP_066324261.1		hypothetical protein			GFC30_RS08420	420	139	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1652283	1652691	+							GFC30_RS08425	409		pseudo
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1652283	1652691	+				DUF4275 family protein			GFC30_RS08425	409		pseudo
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1652714	1653637	+							GFC30_RS08430	924		pseudo;old_locus_tag=GFC30_1714
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1652714	1653637	+				AEC family transporter			GFC30_RS08430	924		pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1653723	1654058	-							GFC30_RS08435	336		old_locus_tag=GFC30_1715
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1653723	1654058	-	WP_066324263.1	WP_066324263.1		hypothetical protein			GFC30_RS08435	336	111	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1654245	1655921	+					ilvD		GFC30_RS08440	1677		old_locus_tag=GFC30_1716
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1654245	1655921	+	WP_066324265.1	WP_066324265.1		dihydroxy-acid dehydratase	ilvD		GFC30_RS08440	1677	558	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1656115	1658043	+							GFC30_RS08445	1929		old_locus_tag=GFC30_1717
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1656115	1658043	+	WP_066324267.1	WP_066324267.1		FapA family protein			GFC30_RS08445	1929	642	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1658112	1658672	+							GFC30_RS08450	561		old_locus_tag=GFC30_1718
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1658112	1658672	+	WP_066324268.1	WP_066324268.1		HAD-IIB family hydrolase			GFC30_RS08450	561	186	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1658733	1659806	+							GFC30_RS16870	1074		old_locus_tag=GFC30_1719
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1658733	1659806	+	WP_066323099.1	WP_066323099.1		IS630 family transposase			GFC30_RS16870	1074	357	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1659887	1660150	+							GFC30_RS16500	264		old_locus_tag=GFC30_1720
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1659887	1660150	+	WP_238583568.1	WP_238583568.1		HAD hydrolase family protein			GFC30_RS16500	264	87	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1660510	1661322	+							GFC30_RS08465	813		old_locus_tag=GFC30_1721
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1660510	1661322	+	WP_066324271.1	WP_066324271.1		electron transfer flavoprotein subunit beta/FixA family protein			GFC30_RS08465	813	270	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1661335	1662381	+							GFC30_RS08470	1047		old_locus_tag=GFC30_1722
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1661335	1662381	+	WP_066324274.1	WP_066324274.1		electron transfer flavoprotein subunit alpha/FixB family protein			GFC30_RS08470	1047	348	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1662374	1663669	+							GFC30_RS08475	1296		old_locus_tag=GFC30_1723
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1662374	1663669	+	WP_066324276.1	WP_066324276.1		FAD-dependent oxidoreductase			GFC30_RS08475	1296	431	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1663651	1663953	+							GFC30_RS08480	303		old_locus_tag=GFC30_1724
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1663651	1663953	+	WP_025948820.1	WP_025948820.1		4Fe-4S dicluster domain-containing protein			GFC30_RS08480	303	100	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1663959	1664162	+							GFC30_RS08485	204		old_locus_tag=GFC30_1725
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1663959	1664162	+	WP_066324278.1	WP_066324278.1		hypothetical protein			GFC30_RS08485	204	67	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1664329	1665699	+							GFC30_RS08490	1371		old_locus_tag=GFC30_1726
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1664329	1665699	+	WP_066324281.1	WP_066324281.1		IS1380 family transposase			GFC30_RS08490	1371	456	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1666001	1666834	+							GFC30_RS08495	834		old_locus_tag=GFC30_1727
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1666001	1666834	+	WP_066324283.1	WP_066324283.1		5'-3' exonuclease			GFC30_RS08495	834	277	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1667156	1667296	+							GFC30_RS17465	141		
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1667156	1667296	+	WP_238583471.1	WP_238583471.1		hypothetical protein			GFC30_RS17465	141	46	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1667331	1668296	-							GFC30_RS08505	966		old_locus_tag=GFC30_1729
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1667331	1668296	-	WP_066324289.1	WP_066324289.1		iron-siderophore ABC transporter substrate-binding protein			GFC30_RS08505	966	321	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1668498	1669496	+							GFC30_RS08510	999		old_locus_tag=GFC30_1730
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1668498	1669496	+	WP_066324291.1	WP_066324291.1		iron ABC transporter permease			GFC30_RS08510	999	332	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1669493	1670545	+							GFC30_RS08515	1053		old_locus_tag=GFC30_1731
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1669493	1670545	+	WP_066324293.1	WP_066324293.1		iron ABC transporter permease			GFC30_RS08515	1053	350	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1670559	1671371	+							GFC30_RS08520	813		old_locus_tag=GFC30_1732
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1670559	1671371	+	WP_066324294.1	WP_066324294.1		ABC transporter ATP-binding protein			GFC30_RS08520	813	270	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1671368	1672087	+							GFC30_RS08525	720		old_locus_tag=GFC30_1733
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1671368	1672087	+	WP_238583472.1	WP_238583472.1		(2Fe-2S)-binding protein			GFC30_RS08525	720	239	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1672126	1673367	-							GFC30_RS08530	1242		old_locus_tag=GFC30_1734
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1672126	1673367	-	WP_066324300.1	WP_066324300.1		glutamate-5-semialdehyde dehydrogenase			GFC30_RS08530	1242	413	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1673389	1674507	-					proB		GFC30_RS08535	1119		old_locus_tag=GFC30_1735
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1673389	1674507	-	WP_066324303.1	WP_066324303.1		glutamate 5-kinase	proB		GFC30_RS08535	1119	372	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1674821	1675189	-							GFC30_RS08540	369		old_locus_tag=GFC30_1736
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1674821	1675189	-	WP_066324306.1	WP_066324306.1		septation ring formation regulator EzrA			GFC30_RS08540	369	122	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1675247	1675603	-							GFC30_RS08545	357		old_locus_tag=GFC30_1737
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1675247	1675603	-	WP_066324309.1	WP_066324309.1		hypothetical protein			GFC30_RS08545	357	118	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1675700	1676032	-							GFC30_RS08550	333		old_locus_tag=GFC30_1738
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1675700	1676032	-	WP_066324312.1	WP_066324312.1		metalloregulator ArsR/SmtB family transcription factor			GFC30_RS08550	333	110	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676029	1676523	-							GFC30_RS08555	495		old_locus_tag=GFC30_1739
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676029	1676523	-	WP_066324317.1	WP_066324317.1		NADH-quinone oxidoreductase subunit B family protein			GFC30_RS08555	495	164	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676528	1676890	-							GFC30_RS08560	363		old_locus_tag=GFC30_1740
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676528	1676890	-	WP_066324320.1	WP_066324320.1		4Fe-4S binding protein			GFC30_RS08560	363	120	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676905	1678494	-							GFC30_RS08565	1590		old_locus_tag=GFC30_1741
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1676905	1678494	-	WP_066324322.1	WP_066324322.1		NADH-quinone oxidoreductase subunit C			GFC30_RS08565	1590	529	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1678494	1679963	-							GFC30_RS08570	1470		old_locus_tag=GFC30_1742
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1678494	1679963	-	WP_084256245.1	WP_084256245.1		hydrogenase 4 subunit F			GFC30_RS08570	1470	489	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1679969	1680604	-							GFC30_RS08575	636		old_locus_tag=GFC30_1743
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1679969	1680604	-	WP_066324330.1	WP_066324330.1		hydrogenase			GFC30_RS08575	636	211	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1680617	1681537	-							GFC30_RS08580	921		old_locus_tag=GFC30_1744
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1680617	1681537	-	WP_084256247.1	WP_084256247.1		NADH-quinone oxidoreductase subunit H			GFC30_RS08580	921	306	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1681610	1683628	-					hyfB		GFC30_RS08585	2019		old_locus_tag=GFC30_1745
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1681610	1683628	-	WP_066324334.1	WP_066324334.1		hydrogenase 4 subunit B	hyfB		GFC30_RS08585	2019	672	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1683811	1684992	+					megL		GFC30_RS08590	1182		old_locus_tag=GFC30_1746
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1683811	1684992	+	WP_066324336.1	WP_066324336.1		methionine gamma-lyase	megL		GFC30_RS08590	1182	393	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1685117	1685665	-							GFC30_RS08595	549		old_locus_tag=GFC30_1747
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1685117	1685665	-	WP_066327271.1	WP_066327271.1		pyridoxamine 5'-phosphate oxidase family protein			GFC30_RS08595	549	182	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1685846	1686526	+							GFC30_RS08600	681		old_locus_tag=GFC30_1748
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1685846	1686526	+	WP_238583474.1	WP_238583474.1		GntR family transcriptional regulator			GFC30_RS08600	681	226	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1686615	1687541	+					hpaI		GFC30_RS08605	927		old_locus_tag=GFC30_1749
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1686615	1687541	+	WP_066324352.1	WP_066324352.1		2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	hpaI		GFC30_RS08605	927	308	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1687538	1688332	+							GFC30_RS08610	795		old_locus_tag=GFC30_1750
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1687538	1688332	+	WP_066324354.1	WP_066324354.1		fumarylacetoacetate hydrolase family protein			GFC30_RS08610	795	264	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1688313	1689794	+					hpaE		GFC30_RS08615	1482		old_locus_tag=GFC30_1751
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1688313	1689794	+	WP_179946268.1	WP_179946268.1		5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	hpaE		GFC30_RS08615	1482	493	
gene	pseudogene	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1689861	1690199	+							GFC30_RS08620	339		partial;pseudo;old_locus_tag=GFC30_1753
CDS	without_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1689861	1690199	+				ATP-binding cassette domain-containing protein			GFC30_RS08620	339		partial;pseudo
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1690212	1690667	+							GFC30_RS08625	456		old_locus_tag=GFC30_1754
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1690212	1690667	+	WP_066324366.1	WP_066324366.1		pyridoxamine 5'-phosphate oxidase family protein			GFC30_RS08625	456	151	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1690708	1692198	+					hpaB		GFC30_RS08630	1491		old_locus_tag=GFC30_1755
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1690708	1692198	+	WP_066324369.1	WP_066324369.1		4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	hpaB		GFC30_RS08630	1491	496	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1692214	1693203	+					hpaD		GFC30_RS08635	990		old_locus_tag=GFC30_1756
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1692214	1693203	+	WP_066324371.1	WP_066324371.1		3,4-dihydroxyphenylacetate 2,3-dioxygenase	hpaD		GFC30_RS08635	990	329	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1693411	1694733	+							GFC30_RS08640	1323		old_locus_tag=GFC30_1757
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1693411	1694733	+	WP_066324378.1	WP_066324378.1		AMP-binding protein			GFC30_RS08640	1323	440	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1694822	1695790	+					paaG		GFC30_RS08645	969		old_locus_tag=GFC30_1758
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1694822	1695790	+	WP_066324380.1	WP_066324380.1		1,2-phenylacetyl-CoA epoxidase subunit A	paaG		GFC30_RS08645	969	322	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1695803	1696144	+					paaB		GFC30_RS08650	342		old_locus_tag=GFC30_1759
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1695803	1696144	+	WP_066324382.1	WP_066324382.1		1,2-phenylacetyl-CoA epoxidase subunit B	paaB		GFC30_RS08650	342	113	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1696141	1696962	+					paaC		GFC30_RS08655	822		old_locus_tag=GFC30_1760
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1696141	1696962	+	WP_238583475.1	WP_238583475.1		phenylacetate-CoA oxygenase subunit PaaC	paaC		GFC30_RS08655	822	273	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1696986	1697465	+					paaJ		GFC30_RS08660	480		old_locus_tag=GFC30_1761
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1696986	1697465	+	WP_066324390.1	WP_066324390.1		phenylacetate-CoA oxygenase subunit PaaJ	paaJ		GFC30_RS08660	480	159	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1697557	1697868	+							GFC30_RS08665	312		old_locus_tag=GFC30_1762
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1697557	1697868	+	WP_066324391.1	WP_066324391.1		EthD family reductase			GFC30_RS08665	312	103	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1697861	1698637	+							GFC30_RS08670	777		old_locus_tag=GFC30_1763
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1697861	1698637	+	WP_066324396.1	WP_066324396.1		enoyl-CoA hydratase-related protein			GFC30_RS08670	777	258	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1698646	1699419	+							GFC30_RS08675	774		old_locus_tag=GFC30_1764
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1698646	1699419	+	WP_066324398.1	WP_066324398.1		enoyl-CoA hydratase-related protein			GFC30_RS08675	774	257	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1699495	1701012	+							GFC30_RS08680	1518		old_locus_tag=GFC30_1765
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1699495	1701012	+	WP_066324404.1	WP_066324404.1		aldehyde dehydrogenase family protein			GFC30_RS08680	1518	505	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1701142	1701999	+							GFC30_RS08685	858		old_locus_tag=GFC30_1766
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1701142	1701999	+	WP_066324407.1	WP_066324407.1		3-hydroxyacyl-CoA dehydrogenase			GFC30_RS08685	858	285	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1702128	1703330	+							GFC30_RS08690	1203		old_locus_tag=GFC30_1767
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1702128	1703330	+	WP_179946298.1	WP_179946298.1		acetyl-CoA C-acyltransferase			GFC30_RS08690	1203	400	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1703478	1704353	+					paaX		GFC30_RS08695	876		old_locus_tag=GFC30_1768
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1703478	1704353	+	WP_066324411.1	WP_066324411.1		phenylacetic acid degradation operon negative regulatory protein PaaX	paaX		GFC30_RS08695	876	291	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1704389	1704904	-							GFC30_RS08700	516		old_locus_tag=GFC30_1769
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1704389	1704904	-	WP_066324413.1	WP_066324413.1		gamma carbonic anhydrase family protein			GFC30_RS08700	516	171	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1704973	1705926	+							GFC30_RS08705	954		old_locus_tag=GFC30_1770
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1704973	1705926	+	WP_066324415.1	WP_066324415.1		DUF561 domain-containing protein			GFC30_RS08705	954	317	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1706194	1706604	+							GFC30_RS08710	411		old_locus_tag=GFC30_1771
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1706194	1706604	+	WP_066324417.1	WP_066324417.1		thioesterase			GFC30_RS08710	411	136	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1706588	1707718	+							GFC30_RS08715	1131		old_locus_tag=GFC30_1772
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1706588	1707718	+	WP_066324418.1	WP_066324418.1		Glu/Leu/Phe/Val dehydrogenase			GFC30_RS08715	1131	376	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1707743	1708801	+					pdhA		GFC30_RS08720	1059		old_locus_tag=GFC30_1773
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1707743	1708801	+	WP_066324424.1	WP_066324424.1		pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	pdhA		GFC30_RS08720	1059	352	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1708798	1709793	+							GFC30_RS08725	996		old_locus_tag=GFC30_1774
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1708798	1709793	+	WP_066324426.1	WP_066324426.1		alpha-ketoacid dehydrogenase subunit beta			GFC30_RS08725	996	331	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1709808	1711019	+							GFC30_RS08730	1212		old_locus_tag=GFC30_1775
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1709808	1711019	+	WP_066324427.1	WP_066324427.1		2-oxo acid dehydrogenase subunit E2			GFC30_RS08730	1212	403	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1711021	1712445	+					lpdA		GFC30_RS08735	1425		old_locus_tag=GFC30_1777
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1711021	1712445	+	WP_066324432.1	WP_066324432.1		dihydrolipoyl dehydrogenase	lpdA		GFC30_RS08735	1425	474	
gene	protein_coding	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1712437	1712736	-							GFC30_RS08740	300		old_locus_tag=GFC30_1776
CDS	with_protein	GCF_001634285.1	Primary Assembly	chromosome		NZ_CP015438.1	1712437	1712736	-	WP_066324434.1	WP_066324434.1		hypothetical protein			GFC30_RS08740	300	99	
